"";"ID";"Age";"Gender";"Education";"Country";"Ethnicity";"NScore";"EScore";"OScore";"AScore";"CScore";"Alcohol";"Amphet";"Amyl";"Benzos";"Caff";"Cannabis";"Choc";"Cokes";"Crack";"Ecstasy";"Heroin";"Ketamine";"Legalh";"LSD";"Meth";"Mushrooms";"Nicotine";"Semer";"VSA";"alcohol_user";"ecstasy_user";"cannabis_user";"stimulating_user"
"536";538;"18-24";"Female";"University degree";"UK";"White";"Average";"Average";"Low";"Average";"Low";"Used in Last Day";"Never Used";"Used in Last Year";"Never Used";"Used in Last Week";"Used in Last Month";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;1;1;1
"537";539;"45-54";"Female";"Some college or university, no certificate or degree";"UK";"Asian";"Low";"Low";"Low";"Average";"Low";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";0;0;0;0
"538";540;"35-44";"Female";"University degree";"UK";"White";"Average";"Low";"Average";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";1;0;0;0
"539";541;"45-54";"Male";"Masters degree";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"540";542;"45-54";"Female";"University degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"541";543;"45-54";"Female";"University degree";"Other";"Black";"Low";"Average";"Average";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"542";544;"35-44";"Male";"Left school at 17 years";"UK";"White";"Low";"Average";"Average";"Low";"Very Low";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Week";"Used in Last Day";"Used in Last Week";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used over a Decade Ago";"Used in Last Decade";"Used in Last Month";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;1;0
"543";545;"25-34";"Female";"University degree";"UK";"White";"Low";"Low";"Low";"Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Week";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Never Used";1;0;0;0
"544";546;"18-24";"Female";"Left school at 16 years";"UK";"White";"Average";"Low";"Low";"Low";"Very Low";"Used in Last Week";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;1;0
"545";547;"35-44";"Female";"Professional certificate/ diploma";"UK";"White";"Average";"Low";"Low";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"546";548;"45-54";"Female";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Low";"Average";"High";"Low";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Decade";"Never Used";"Used in Last Day";"Never Used";"Never Used";0;0;0;0
"547";549;"25-34";"Female";"Masters degree";"UK";"White";"Very Low";"Low";"Low";"Low";"Average";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"548";550;"18-24";"Male";"University degree";"UK";"White";"Average";"Low";"Average";"Low";"Very Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"549";551;"25-34";"Female";"Masters degree";"Other";"White";"Very Low";"Average";"Average";"Low";"Low";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"550";552;"18-24";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;1;0
"551";553;"35-44";"Female";"Masters degree";"UK";"White";"Very Low";"Average";"Average";"Low";"Average";"Used in Last Month";"Used in Last Decade";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used in Last Month";"Used in Last Week";"Used in Last Year";"Never Used";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Year";"Used in Last Year";"Never Used";"Used in Last Year";"Used in Last Year";"Never Used";"Never Used";1;1;1;1
"552";554;"18-24";"Female";"Masters degree";"UK";"White";"Average";"Very Low";"Average";"Average";"Low";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";0;0;0;0
"553";555;"25-34";"Female";"Masters degree";"Other";"Mixed-White/Black";"Average";"Very Low";"Low";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"554";556;"25-34";"Female";"Doctorate degree";"UK";"White";"Low";"Low";"Low";"Low";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"555";557;"45-54";"Female";"Masters degree";"UK";"White";"Low";"Very Low";"Low";"Low";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"556";558;"18-24";"Female";"University degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Day";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Month";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Used in Last Decade";"Used in Last Year";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Decade";"Never Used";"Never Used";1;1;0;0
"557";559;"25-34";"Female";"University degree";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Month";"Never Used";"Never Used";"Never Used";"Used in Last Week";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"558";560;"18-24";"Female";"University degree";"UK";"White";"Very Low";"Low";"Low";"Average";"Low";"Used in Last Week";"Used in Last Decade";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Decade";"Used in Last Year";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"559";561;"45-54";"Female";"University degree";"UK";"White";"Very Low";"Low";"Average";"Average";"Average";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;0;0
"560";562;"18-24";"Female";"University degree";"UK";"White";"Average";"Low";"Low";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Year";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"561";563;"35-44";"Female";"University degree";"UK";"White";"Low";"Low";"Average";"Low";"Average";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Year";"Never Used";"Never Used";1;0;0;0
"562";564;"35-44";"Female";"Masters degree";"UK";"Other";"High";"Low";"Low";"Low";"Average";"Used in Last Day";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;0;0
"563";565;"25-34";"Female";"Masters degree";"UK";"White";"Low";"Low";"Low";"Very Low";"Low";"Used in Last Week";"Never Used";"Used in Last Year";"Used in Last Decade";"Used in Last Day";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"564";566;"45-54";"Female";"Some college or university, no certificate or degree";"UK";"White";"Very Low";"Low";"Average";"Low";"Low";"Used in Last Decade";"Used in Last Day";"Never Used";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Week";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Day";"Never Used";"Used over a Decade Ago";0;0;1;1
"565";567;"45-54";"Female";"Masters degree";"UK";"White";"Low";"Very Low";"Average";"Average";"Low";"Used in Last Week";"Never Used";"Never Used";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"566";568;"18-24";"Female";"University degree";"UK";"White";"Average";"Average";"Low";"Average";"Average";"Used in Last Week";"Used in Last Decade";"Used in Last Decade";"Used in Last Decade";"Used in Last Week";"Used in Last Month";"Used in Last Day";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;1;0
"567";569;"18-24";"Male";"University degree";"UK";"White";"Average";"Low";"Average";"Low";"Low";"Used in Last Day";"Never Used";"Used in Last Decade";"Never Used";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Never Used";1;0;1;0
"568";570;"35-44";"Male";"Masters degree";"UK";"White";"Average";"Very Low";"Average";"Low";"Low";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Used over a Decade Ago";"Never Used";"Never Used";0;0;0;0
"569";571;"35-44";"Female";"Doctorate degree";"UK";"White";"Very Low";"Average";"Average";"Low";"High";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Used over a Decade Ago";"Used in Last Week";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;0;0
"570";572;"35-44";"Female";"Professional certificate/ diploma";"Australia";"White";"Low";"Average";"Low";"Very Low";"Low";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
"571";573;"18-24";"Female";"Masters degree";"UK";"White";"Very Low";"Average";"Average";"Average";"Average";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;0;0
"572";574;"35-44";"Male";"Professional certificate/ diploma";"UK";"White";"Average";"Very Low";"Very Low";"Low";"Low";"Used in Last Day";"Used over a Decade Ago";"Used over a Decade Ago";"Used over a Decade Ago";"Used in Last Day";"Used in Last Year";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Day";"Never Used";"Used over a Decade Ago";1;0;1;0
"573";575;"55-64";"Female";"Some college or university, no certificate or degree";"USA";"White";"Very Low";"Average";"Average";"Low";"Low";"Used in Last Week";"Never Used";"Never Used";"Used in Last Decade";"Used in Last Day";"Used in Last Month";"Used in Last Day";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";"Never Used";1;0;1;0
"574";576;"35-44";"Female";"University degree";"UK";"White";"High";"Very Low";"Very Low";"Average";"Very Low";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Week";"Used in Last Decade";"Used in Last Day";"Used over a Decade Ago";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Never Used";"Used over a Decade Ago";"Never Used";"Never Used";"Used in Last Decade";"Never Used";"Never Used";1;0;0;0
